block_number,block_gas_used,tx_count,block_gas_used_lag_1,tx_count_lag_1
21331967,14718051,196,20974753.0,245.0
21331968,13384969,166,14718051.0,196.0
21331969,13745289,188,13384969.0,166.0
21331970,9733867,139,13745289.0,188.0
21331971,14692353,204,9733867.0,139.0
21331972,14865618,192,14692353.0,204.0
21331973,18282621,235,14865618.0,192.0
21331974,10659015,155,18282621.0,235.0
21331975,6814725,121,10659015.0,155.0
21331976,23949428,369,6814725.0,121.0
21331977,7582236,130,23949428.0,369.0
21331978,23424578,282,7582236.0,130.0
21331979,13714553,174,23424578.0,282.0
21331980,12944465,157,13714553.0,174.0
21331981,13209361,180,12944465.0,157.0
21331982,16008130,249,13209361.0,180.0
21331983,15840791,206,16008130.0,249.0
21331984,18891044,229,15840791.0,206.0
21331985,13017575,213,18891044.0,229.0
21331986,8744982,124,13017575.0,213.0
21331987,29985725,308,8744982.0,124.0
21331988,14794475,209,29985725.0,308.0
21331989,15355984,218,14794475.0,209.0
21331990,8942127,155,15355984.0,218.0
21331991,15275343,226,8942127.0,155.0
21331992,22291954,199,15275343.0,226.0
21331993,6348899,114,22291954.0,199.0
21331994,21269920,269,6348899.0,114.0
21331995,24157048,242,21269920.0,269.0
21331996,11231698,160,24157048.0,242.0
21331997,16349824,278,11231698.0,160.0
21331998,14878362,232,16349824.0,278.0
21331999,10975658,156,14878362.0,232.0
21332000,13031847,186,10975658.0,156.0
21332001,12853835,191,13031847.0,186.0
21332002,22501300,326,12853835.0,191.0
21332003,14653873,191,22501300.0,326.0
21332004,10574295,164,14653873.0,191.0
21332005,16464347,190,10574295.0,164.0
21332006,4319063,71,16464347.0,190.0
21332007,28103795,410,4319063.0,71.0
21332008,16143349,197,28103795.0,410.0
21332009,14457782,208,16143349.0,197.0
21332010,10558954,134,14457782.0,208.0
21332011,17843694,242,10558954.0,134.0
21332012,15028475,192,17843694.0,242.0
21332013,11330709,136,15028475.0,192.0
21332014,15624791,226,11330709.0,136.0
21332015,9665331,154,15624791.0,226.0
21332016,15560491,217,9665331.0,154.0
21332017,13313973,182,15560491.0,217.0
21332018,14811589,226,13313973.0,182.0
21332019,6368040,85,14811589.0,226.0
21332020,18047037,283,6368040.0,85.0
21332021,19654750,229,18047037.0,283.0
21332022,13140267,186,19654750.0,229.0
21332023,10361048,134,13140267.0,186.0
21332024,12658707,164,10361048.0,134.0
21332025,10589413,170,12658707.0,164.0
21332026,13366119,166,10589413.0,170.0
21332027,17977999,219,13366119.0,166.0
21332028,15139044,216,17977999.0,219.0
21332029,20380906,201,15139044.0,216.0
21332030,11987901,169,20380906.0,201.0
21332031,14792768,188,11987901.0,169.0
21332032,12247198,173,14792768.0,188.0
21332033,12241831,190,12247198.0,173.0
21332034,20932971,409,12241831.0,190.0
21332035,11176055,162,20932971.0,409.0
21332036,16237364,247,11176055.0,162.0
21332037,17243550,197,16237364.0,247.0
21332038,13383203,185,17243550.0,197.0
21332039,5197133,87,13383203.0,185.0
21332040,23791917,366,5197133.0,87.0
21332041,14262239,190,23791917.0,366.0
21332042,15914259,225,14262239.0,190.0
21332043,13377601,191,15914259.0,225.0
21332044,15193523,189,13377601.0,191.0
21332045,11376138,146,15193523.0,189.0
21332046,19256797,230,11376138.0,146.0
21332047,13306852,189,19256797.0,230.0
21332048,6218098,29,13306852.0,189.0
21332049,27891067,341,6218098.0,29.0
21332050,15200498,195,27891067.0,341.0
21332051,11956731,137,15200498.0,195.0
21332052,19047613,218,11956731.0,137.0
21332053,12998805,154,19047613.0,218.0
21332054,18656210,220,12998805.0,154.0
21332055,12480750,170,18656210.0,220.0
21332056,12847195,155,12480750.0,170.0
21332057,9742882,142,12847195.0,155.0
21332058,20720980,275,9742882.0,142.0
21332059,6882983,101,20720980.0,275.0
21332060,17703361,227,6882983.0,101.0
21332061,16011181,204,17703361.0,227.0
21332062,15609628,202,16011181.0,204.0
21332063,11115020,145,15609628.0,202.0
21332064,15977837,240,11115020.0,145.0
21332065,13805341,190,15977837.0,240.0
21332066,19804378,227,13805341.0,190.0
21332067,12662521,167,19804378.0,227.0
21332068,15811667,196,12662521.0,167.0
21332069,12593201,175,15811667.0,196.0
21332070,11701653,159,12593201.0,175.0
21332071,17391742,194,11701653.0,159.0
21332072,19545546,227,17391742.0,194.0
21332073,17726117,209,19545546.0,227.0
21332074,14188526,170,17726117.0,209.0
21332075,11508938,160,14188526.0,170.0
21332076,13470549,173,11508938.0,160.0
21332077,14257239,179,13470549.0,173.0
21332078,18609940,233,14257239.0,179.0
21332079,15106650,180,18609940.0,233.0
21332080,15556813,160,15106650.0,180.0
21332081,8653536,135,15556813.0,160.0
21332082,19839794,255,8653536.0,135.0
21332083,11897718,156,19839794.0,255.0
21332084,16580244,209,11897718.0,156.0
21332085,9596836,169,16580244.0,209.0
21332086,21565097,330,9596836.0,169.0
21332087,18996792,219,21565097.0,330.0
21332088,9266527,122,18996792.0,219.0
21332089,18411530,240,9266527.0,122.0
21332090,12668394,182,18411530.0,240.0
21332091,16561669,190,12668394.0,182.0
21332092,14777005,174,16561669.0,190.0
21332093,12994001,189,14777005.0,174.0
21332094,11252304,173,12994001.0,189.0
21332095,14363195,214,11252304.0,173.0
21332096,14758254,189,14363195.0,214.0
21332097,17708774,175,14758254.0,189.0
21332098,5397492,89,17708774.0,175.0
21332099,14335023,216,5397492.0,89.0
21332100,22501994,234,14335023.0,216.0
21332101,22247469,224,22501994.0,234.0
21332102,15885681,180,22247469.0,224.0
21332103,17853812,162,15885681.0,180.0
21332104,13657353,168,17853812.0,162.0
21332105,12094253,177,13657353.0,168.0
21332106,11941950,143,12094253.0,177.0
21332107,7754669,34,11941950.0,143.0
21332108,24720709,384,7754669.0,34.0
21332109,14936771,169,24720709.0,384.0
21332110,8983587,121,14936771.0,169.0
21332111,22883510,289,8983587.0,121.0
21332112,18481493,196,22883510.0,289.0
21332113,13281350,162,18481493.0,196.0
21332114,11987076,168,13281350.0,162.0
21332115,15413278,190,11987076.0,168.0
21332116,15093171,209,15413278.0,190.0
21332117,18132648,158,15093171.0,209.0
21332118,15763097,166,18132648.0,158.0
21332119,15128642,182,15763097.0,166.0
21332120,14461507,165,15128642.0,182.0
21332121,29987035,170,14461507.0,165.0
21332122,8633007,91,29987035.0,170.0
21332123,15177155,187,8633007.0,91.0
21332124,9939266,128,15177155.0,187.0
21332125,14263040,168,9939266.0,128.0
21332126,16999172,195,14263040.0,168.0
21332127,16901024,194,16999172.0,195.0
21332128,7063349,106,16901024.0,194.0
21332129,22587897,299,7063349.0,106.0
21332130,12545834,160,22587897.0,299.0
21332131,18036487,213,12545834.0,160.0
21332132,15668909,226,18036487.0,213.0
21332133,27794776,170,15668909.0,226.0
21332134,22939362,295,27794776.0,170.0
21332135,14450707,158,22939362.0,295.0
21332136,6888906,100,14450707.0,158.0
21332137,16243442,199,6888906.0,100.0
21332138,19891491,254,16243442.0,199.0
21332139,21221158,229,19891491.0,254.0
21332140,8021152,118,21221158.0,229.0
21332141,15434947,195,8021152.0,118.0
21332142,12522147,170,15434947.0,195.0
21332143,13927457,177,12522147.0,170.0
21332144,9310006,126,13927457.0,177.0
21332145,15153709,188,9310006.0,126.0
21332146,17694744,221,15153709.0,188.0
21332147,14099207,189,17694744.0,221.0
21332148,10718533,149,14099207.0,189.0
21332149,14001182,227,10718533.0,149.0
21332150,13539059,142,14001182.0,227.0
21332151,13922557,171,13539059.0,142.0
21332152,15610825,170,13922557.0,171.0
21332153,10887326,158,15610825.0,170.0
21332154,19182421,313,10887326.0,158.0
21332155,9152521,134,19182421.0,313.0
21332156,18592671,248,9152521.0,134.0
21332157,13817533,180,18592671.0,248.0
21332158,14238145,193,13817533.0,180.0
21332159,13518519,189,14238145.0,193.0
21332160,11421347,172,13518519.0,189.0
21332161,17272371,243,11421347.0,172.0
21332162,15000710,207,17272371.0,243.0
21332163,4906211,96,15000710.0,207.0
21332164,25390050,333,4906211.0,96.0
21332165,13993462,172,25390050.0,333.0
21332166,12493909,149,13993462.0,172.0
21332167,13930609,174,12493909.0,149.0
21332168,13175400,148,13930609.0,174.0
21332169,6719513,80,13175400.0,148.0
21332170,23975020,269,6719513.0,80.0
21332171,15044100,195,23975020.0,269.0
21332172,12463219,164,15044100.0,195.0
21332173,13859506,183,12463219.0,164.0
21332174,6864675,105,13859506.0,183.0
21332175,14841775,184,6864675.0,105.0
21332176,18709273,234,14841775.0,184.0
21332177,20162927,215,18709273.0,234.0
21332178,17736345,187,20162927.0,215.0
21332179,8102099,109,17736345.0,187.0
21332180,20888205,216,8102099.0,109.0
21332181,18960957,236,20888205.0,216.0
21332182,10677787,142,18960957.0,236.0
21332183,16409357,242,10677787.0,142.0
21332184,12413803,171,16409357.0,242.0
21332185,12938153,212,12413803.0,171.0
21332186,15550490,205,12938153.0,212.0
21332187,14882250,178,15550490.0,205.0
21332188,14668235,209,14882250.0,178.0
21332189,12403313,157,14668235.0,209.0
21332190,13880994,154,12403313.0,157.0
21332191,16504799,208,13880994.0,154.0
21332192,12901284,146,16504799.0,208.0
21332193,13956802,191,12901284.0,146.0
21332194,11274769,151,13956802.0,191.0
21332195,15534303,174,11274769.0,151.0
21332196,19639202,255,15534303.0,174.0
21332197,13952599,189,19639202.0,255.0
21332198,9515526,168,13952599.0,189.0
21332199,17471861,203,9515526.0,168.0
21332200,8083147,135,17471861.0,203.0
21332201,29999108,499,8083147.0,135.0
21332202,18707161,250,29999108.0,499.0
21332203,11760165,196,18707161.0,250.0
21332204,22859895,346,11760165.0,196.0
21332205,12722390,156,22859895.0,346.0
21332206,16230967,254,12722390.0,156.0
21332207,14030463,160,16230967.0,254.0
21332208,12635635,198,14030463.0,160.0
21332209,13807242,177,12635635.0,198.0
21332210,17272708,247,13807242.0,177.0
21332211,15199079,199,17272708.0,247.0
21332212,8434619,122,15199079.0,199.0
21332213,13234958,200,8434619.0,122.0
21332214,16918839,212,13234958.0,200.0
21332215,21668584,247,16918839.0,212.0
21332216,16564895,199,21668584.0,247.0
21332217,10561195,130,16564895.0,199.0
21332218,14947765,183,10561195.0,130.0
21332219,9760298,155,14947765.0,183.0
21332220,17477656,234,9760298.0,155.0
21332221,15565279,199,17477656.0,234.0
21332222,23320931,324,15565279.0,199.0
21332223,12409905,196,23320931.0,324.0
21332224,11488726,191,12409905.0,196.0
21332225,5217106,118,11488726.0,191.0
21332226,28001108,379,5217106.0,118.0
21332227,21029249,180,28001108.0,379.0
21332228,14918768,150,21029249.0,180.0
21332229,18415637,158,14918768.0,150.0
21332230,6034472,88,18415637.0,158.0
21332231,16846606,201,6034472.0,88.0
21332232,15768087,198,16846606.0,201.0
21332233,16212231,170,15768087.0,198.0
21332234,9934015,117,16212231.0,170.0
21332235,17276432,244,9934015.0,117.0
21332236,19874357,217,17276432.0,244.0
21332237,10063070,140,19874357.0,217.0
21332238,21127442,231,10063070.0,140.0
21332239,6273593,95,21127442.0,231.0
21332240,19237103,268,6273593.0,95.0
21332241,26716337,312,19237103.0,268.0
21332242,13878539,171,26716337.0,312.0
21332243,11937572,132,13878539.0,171.0
21332244,15495439,184,11937572.0,132.0
21332245,10655544,130,15495439.0,184.0
21332246,15825372,172,10655544.0,130.0
21332247,16052184,203,15825372.0,172.0
21332248,16888861,174,16052184.0,203.0
21332249,14131907,189,16888861.0,174.0
21332250,17327574,153,14131907.0,189.0
21332251,10782173,149,17327574.0,153.0
21332252,16230258,173,10782173.0,149.0
21332253,14679453,189,16230258.0,173.0
21332254,13638848,151,14679453.0,189.0
21332255,14898958,183,13638848.0,151.0
21332256,12824718,149,14898958.0,183.0
21332257,16077285,200,12824718.0,149.0
21332258,14539751,179,16077285.0,200.0
21332259,12649975,159,14539751.0,179.0
21332260,12821310,196,12649975.0,159.0
21332261,19739437,202,12821310.0,196.0
21332262,17834769,205,19739437.0,202.0
21332263,16803246,185,17834769.0,205.0
21332264,11889254,163,16803246.0,185.0
21332265,4089182,63,11889254.0,163.0
21332266,20992774,268,4089182.0,63.0
21332267,13494911,170,20992774.0,268.0
21332268,11708762,169,13494911.0,170.0
21332269,9958724,125,11708762.0,169.0
21332270,14336989,183,9958724.0,125.0
21332271,18998253,221,14336989.0,183.0
21332272,14453183,170,18998253.0,221.0
21332273,9964849,130,14453183.0,170.0
21332274,16510486,212,9964849.0,130.0
21332275,16182817,195,16510486.0,212.0
21332276,15878446,216,16182817.0,195.0
21332277,12280784,177,15878446.0,216.0
21332278,13973061,175,12280784.0,177.0
21332279,14846167,178,13973061.0,175.0
21332280,9553703,132,14846167.0,178.0
21332281,26627043,371,9553703.0,132.0
21332282,12232615,174,26627043.0,371.0
21332283,22282051,245,12232615.0,174.0
21332284,11574251,158,22282051.0,245.0
21332285,6606134,109,11574251.0,158.0
21332286,27696277,331,6606134.0,109.0
21332287,6085021,104,27696277.0,331.0
21332288,16058421,220,6085021.0,104.0
21332289,19959687,231,16058421.0,220.0
21332290,5094300,75,19959687.0,231.0
21332291,16103991,207,5094300.0,75.0
21332292,21550205,252,16103991.0,207.0
21332293,14823500,200,21550205.0,252.0
21332294,13835543,154,14823500.0,200.0
21332295,8250310,126,13835543.0,154.0
21332296,17294169,201,8250310.0,126.0
21332297,18333422,197,17294169.0,201.0
21332298,8689866,122,18333422.0,197.0
21332299,19272183,262,8689866.0,122.0
21332300,12426627,175,19272183.0,262.0
21332301,17372033,204,12426627.0,175.0
21332302,13163737,163,17372033.0,204.0
21332303,14974614,178,13163737.0,163.0
21332304,14181669,148,14974614.0,178.0
21332305,15557317,167,14181669.0,148.0
21332306,25133874,259,15557317.0,167.0
21332307,7163446,41,25133874.0,259.0
21332308,15036528,260,7163446.0,41.0
21332309,21932436,238,15036528.0,260.0
21332310,10300047,124,21932436.0,238.0
21332311,18602360,209,10300047.0,124.0
21332312,20669968,240,18602360.0,209.0
21332313,14106518,208,20669968.0,240.0
21332314,9484808,119,14106518.0,208.0
21332315,12281416,160,9484808.0,119.0
21332316,29979101,317,12281416.0,160.0
21332317,16614196,196,29979101.0,317.0
21332318,10035012,129,16614196.0,196.0
21332319,15361673,174,10035012.0,129.0
21332320,12001350,150,15361673.0,174.0
21332321,16343215,171,12001350.0,150.0
21332322,12527788,152,16343215.0,171.0
21332323,14646679,174,12527788.0,152.0
21332324,16069854,218,14646679.0,174.0
21332325,10675377,153,16069854.0,218.0
21332326,17002201,194,10675377.0,153.0
21332327,13426957,179,17002201.0,194.0
21332328,13139154,164,13426957.0,179.0
21332329,14197468,175,13139154.0,164.0
21332330,23954033,242,14197468.0,175.0
21332331,14911084,166,23954033.0,242.0
21332332,20392885,198,14911084.0,166.0
21332333,9945228,119,20392885.0,198.0
21332334,15331317,167,9945228.0,119.0
21332335,13442654,173,15331317.0,167.0
21332336,15430338,234,13442654.0,173.0
21332337,12575830,192,15430338.0,234.0
21332338,13507101,169,12575830.0,192.0
21332339,12667896,167,13507101.0,169.0
21332340,10514512,129,12667896.0,167.0
21332341,27917868,362,10514512.0,129.0
21332342,9996666,121,27917868.0,362.0
21332343,12564356,141,9996666.0,121.0
21332344,16176621,229,12564356.0,141.0
21332345,13279345,176,16176621.0,229.0
21332346,18363904,211,13279345.0,176.0
21332347,8584329,104,18363904.0,211.0
21332348,13688969,205,8584329.0,104.0
21332349,8457866,139,13688969.0,205.0
21332350,29998426,242,8457866.0,139.0
21332351,24210635,288,29998426.0,242.0
21332352,6034192,83,24210635.0,288.0
21332353,20336597,215,6034192.0,83.0
21332354,16149336,181,20336597.0,215.0
21332355,19734006,191,16149336.0,181.0
21332356,12786594,143,19734006.0,191.0
21332357,15373888,205,12786594.0,143.0
21332358,13153828,156,15373888.0,205.0
21332359,14367711,186,13153828.0,156.0
21332360,8138876,128,14367711.0,186.0
21332361,22907879,203,8138876.0,128.0
21332362,28309412,366,22907879.0,203.0
21332363,10248873,135,28309412.0,366.0
21332364,12728531,172,10248873.0,135.0
21332365,16370750,164,12728531.0,172.0
21332366,12779250,164,16370750.0,164.0
21332367,13681428,147,12779250.0,164.0
21332368,13335261,173,13681428.0,147.0
21332369,13214363,210,13335261.0,173.0
21332370,15072156,177,13214363.0,210.0
21332371,14236752,182,15072156.0,177.0
21332372,13361913,170,14236752.0,182.0
21332373,18448356,244,13361913.0,170.0
21332374,12942842,140,18448356.0,244.0
21332375,21895418,234,12942842.0,140.0
21332376,13368549,184,21895418.0,234.0
21332377,15841361,192,13368549.0,184.0
21332378,12790902,166,15841361.0,192.0
21332379,11822435,127,12790902.0,166.0
21332380,10479452,113,11822435.0,127.0
21332381,17597515,253,10479452.0,113.0
21332382,27099548,283,17597515.0,253.0
21332383,4716219,74,27099548.0,283.0
21332384,22936584,258,4716219.0,74.0
21332385,12253845,147,22936584.0,258.0
21332386,13836087,155,12253845.0,147.0
21332387,15769684,224,13836087.0,155.0
21332388,10325936,129,15769684.0,224.0
21332389,9091160,64,10325936.0,129.0
21332390,23910635,394,9091160.0,64.0
21332391,8060771,100,23910635.0,394.0
21332392,18620509,204,8060771.0,100.0
21332393,16245098,164,18620509.0,204.0
21332394,15486796,171,16245098.0,164.0
21332395,8418664,108,15486796.0,171.0
21332396,20180474,207,8418664.0,108.0
21332397,13215012,156,20180474.0,207.0
21332398,5334498,75,13215012.0,156.0
21332399,23202206,304,5334498.0,75.0
21332400,14614650,201,23202206.0,304.0
21332401,7397416,125,14614650.0,201.0
21332402,27468125,333,7397416.0,125.0
21332403,11436610,132,27468125.0,333.0
21332404,4280547,63,11436610.0,132.0
21332405,29989386,247,4280547.0,63.0
21332406,17082529,187,29989386.0,247.0
21332407,15308719,215,17082529.0,187.0
21332408,12352458,140,15308719.0,215.0
21332409,16764790,198,12352458.0,140.0
21332410,11571582,165,16764790.0,198.0
21332411,17983695,245,11571582.0,165.0
21332412,2895320,63,17983695.0,245.0
21332413,7858522,141,2895320.0,63.0
21332414,29994355,268,7858522.0,141.0
21332415,29988626,353,29994355.0,268.0
21332416,15397616,152,29988626.0,353.0
21332417,13792235,147,15397616.0,152.0
21332418,18119997,169,13792235.0,147.0
21332419,8965504,148,18119997.0,169.0
21332420,17664008,228,8965504.0,148.0
21332421,14527541,159,17664008.0,228.0
21332422,15802622,160,14527541.0,159.0
21332423,15478446,179,15802622.0,160.0
21332424,14164837,142,15478446.0,179.0
21332425,6316655,99,14164837.0,142.0
21332426,18625584,284,6316655.0,99.0
21332427,27910128,256,18625584.0,284.0
21332428,19123703,164,27910128.0,256.0
21332429,13213523,152,19123703.0,164.0
21332430,14802746,159,13213523.0,152.0
21332431,20667428,223,14802746.0,159.0
21332432,20471981,172,20667428.0,223.0
21332433,12958862,159,20471981.0,172.0
21332434,14354987,182,12958862.0,159.0
21332435,11575640,172,14354987.0,182.0
21332436,17410574,165,11575640.0,172.0
21332437,14855988,189,17410574.0,165.0
21332438,12854540,130,14855988.0,189.0
21332439,22377045,274,12854540.0,130.0
21332440,13264141,203,22377045.0,274.0
21332441,14105533,220,13264141.0,203.0
21332442,15562932,170,14105533.0,220.0
21332443,3083883,30,15562932.0,170.0
21332444,29998612,414,3083883.0,30.0
21332445,6100157,103,29998612.0,414.0
21332446,11622468,60,6100157.0,103.0
21332447,15855703,239,11622468.0,60.0
21332448,22699267,201,15855703.0,239.0
21332449,17397288,184,22699267.0,201.0
21332450,19183444,199,17397288.0,184.0
21332451,6322235,106,19183444.0,199.0
21332452,15854837,203,6322235.0,106.0
21332453,14866369,174,15854837.0,203.0
21332454,15937230,208,14866369.0,174.0
21332455,14654994,203,15937230.0,208.0
21332456,14172364,157,14654994.0,203.0
21332457,15979381,234,14172364.0,157.0
21332458,6299832,106,15979381.0,234.0
21332459,28993069,438,6299832.0,106.0
21332460,12415878,140,28993069.0,438.0
21332461,11813705,164,12415878.0,140.0
21332462,11561852,183,11813705.0,164.0
21332463,5178534,32,11561852.0,183.0
21332464,26113526,389,5178534.0,32.0
21332465,14543408,184,26113526.0,389.0
21332466,16921902,197,14543408.0,184.0
21332467,12340104,147,16921902.0,197.0
21332468,14341622,162,12340104.0,147.0
21332469,19687596,238,14341622.0,162.0
21332470,12466338,146,19687596.0,238.0
21332471,14585892,168,12466338.0,146.0
21332472,13970355,139,14585892.0,168.0
21332473,11852921,152,13970355.0,139.0
21332474,16772147,188,11852921.0,152.0
21332475,14878392,189,16772147.0,188.0
21332476,9853467,130,14878392.0,189.0
21332477,16371905,259,9853467.0,130.0
21332478,11427106,155,16371905.0,259.0
21332479,21994682,214,11427106.0,155.0
21332480,10460746,152,21994682.0,214.0
21332481,6589686,107,10460746.0,152.0
21332482,15237827,216,6589686.0,107.0
21332483,20481780,253,15237827.0,216.0
21332484,17294142,222,20481780.0,253.0
21332485,14705811,168,17294142.0,222.0
21332486,10141778,127,14705811.0,168.0
21332487,12500185,157,10141778.0,127.0
21332488,15791558,210,12500185.0,157.0
21332489,7731481,119,15791558.0,210.0
21332490,23150549,312,7731481.0,119.0
21332491,12399248,189,23150549.0,312.0
21332492,15515268,172,12399248.0,189.0
21332493,11976731,162,15515268.0,172.0
21332494,13566795,166,11976731.0,162.0
21332495,15230403,202,13566795.0,166.0
21332496,4901178,98,15230403.0,202.0
21332497,29985408,324,4901178.0,98.0
21332498,17518520,223,29985408.0,324.0
21332499,17532253,254,17518520.0,223.0
21332500,11790790,192,17532253.0,254.0
21332501,16269766,187,11790790.0,192.0
21332502,9557803,137,16269766.0,187.0
21332503,14971025,180,9557803.0,137.0
21332504,19217327,223,14971025.0,180.0
21332505,15636273,168,19217327.0,223.0
21332506,15009611,178,15636273.0,168.0
21332507,16313586,210,15009611.0,178.0
21332508,10791366,134,16313586.0,210.0
21332509,17211404,251,10791366.0,134.0
21332510,9639983,84,17211404.0,251.0
21332511,20631450,277,9639983.0,84.0
21332512,11610911,175,20631450.0,277.0
21332513,13517614,145,11610911.0,175.0
21332514,14947781,172,13517614.0,145.0
21332515,7758314,127,14947781.0,172.0
21332516,23456419,271,7758314.0,127.0
21332517,13506440,161,23456419.0,271.0
21332518,18608668,247,13506440.0,161.0
21332519,20389698,200,18608668.0,247.0
21332520,10092171,127,20389698.0,200.0
21332521,16459042,188,10092171.0,127.0
21332522,11604919,159,16459042.0,188.0
21332523,9271756,132,11604919.0,159.0
21332524,11815683,139,9271756.0,132.0
21332525,20649228,227,11815683.0,139.0
21332526,19870160,224,20649228.0,227.0
21332527,9410363,58,19870160.0,224.0
21332528,17916336,246,9410363.0,58.0
21332529,16312765,219,17916336.0,246.0
21332530,5234311,106,16312765.0,219.0
21332531,26284302,266,5234311.0,106.0
21332532,12076455,167,26284302.0,266.0
21332533,8662207,113,12076455.0,167.0
21332534,18265867,215,8662207.0,113.0
21332535,4305230,77,18265867.0,215.0
21332536,30017385,375,4305230.0,77.0
21332537,22401305,264,30017385.0,375.0
21332538,13420678,157,22401305.0,264.0
21332539,15989690,180,13420678.0,157.0
21332540,10553889,141,15989690.0,180.0
21332541,10245726,128,10553889.0,141.0
21332542,16460204,206,10245726.0,128.0
21332543,12814505,164,16460204.0,206.0
21332544,15487980,209,12814505.0,164.0
21332545,14374421,157,15487980.0,209.0
21332546,15297325,185,14374421.0,157.0
21332547,5969388,78,15297325.0,185.0
21332548,19334189,196,5969388.0,78.0
21332549,16359634,213,19334189.0,196.0
21332550,7910778,105,16359634.0,213.0
21332551,18737337,264,7910778.0,105.0
21332552,26234536,295,18737337.0,264.0
21332553,16659677,166,26234536.0,295.0
21332554,14313643,151,16659677.0,166.0
21332555,12388604,199,14313643.0,151.0
21332556,22739366,257,12388604.0,199.0
21332557,13454796,149,22739366.0,257.0
21332558,15359322,152,13454796.0,149.0
21332559,11281155,145,15359322.0,152.0
21332560,12858500,158,11281155.0,145.0
21332561,16497581,192,12858500.0,158.0
21332562,12904991,183,16497581.0,192.0
21332563,17930590,173,12904991.0,183.0
21332564,11974989,136,17930590.0,173.0
21332565,14157408,188,11974989.0,136.0
21332566,13982919,153,14157408.0,188.0
21332567,15734599,200,13982919.0,153.0
21332568,13152336,139,15734599.0,200.0
21332569,20338914,229,13152336.0,139.0
21332570,11441821,131,20338914.0,229.0
21332571,13086308,149,11441821.0,131.0
21332572,10960122,153,13086308.0,149.0
21332573,11760090,174,10960122.0,153.0
21332574,16831450,207,11760090.0,174.0
21332575,10968930,141,16831450.0,207.0
21332576,24192405,233,10968930.0,141.0
21332577,9500884,118,24192405.0,233.0
21332578,6731263,91,9500884.0,118.0
