block_number,block_gas_used,tx_count,block_gas_used_lag_1,tx_count_lag_1
21331269,27071477,373,3980643.0,85.0
21331270,14199257,163,27071477.0,373.0
21331271,15651507,201,14199257.0,163.0
21331272,9410900,134,15651507.0,201.0
21331273,6116764,92,9410900.0,134.0
21331274,28600905,282,6116764.0,92.0
21331275,11405872,175,28600905.0,282.0
21331276,19456966,251,11405872.0,175.0
21331277,11920539,153,19456966.0,251.0
21331278,11094671,145,11920539.0,153.0
21331279,15880166,210,11094671.0,145.0
21331280,26092368,267,15880166.0,210.0
21331281,13576152,183,26092368.0,267.0
21331282,13870460,184,13576152.0,183.0
21331283,14615671,172,13870460.0,184.0
21331284,15500794,201,14615671.0,172.0
21331285,11708327,144,15500794.0,201.0
21331286,15982919,236,11708327.0,144.0
21331287,12932701,164,15982919.0,236.0
21331288,15718298,234,12932701.0,164.0
21331289,16908980,267,15718298.0,234.0
21331290,12603273,175,16908980.0,267.0
21331291,20512071,271,12603273.0,175.0
21331292,10690227,137,20512071.0,271.0
21331293,13560226,183,10690227.0,137.0
21331294,14705999,212,13560226.0,183.0
21331295,13131678,173,14705999.0,212.0
21331296,17382548,230,13131678.0,173.0
21331297,9227906,115,17382548.0,230.0
21331298,21402675,244,9227906.0,115.0
21331299,10617065,149,21402675.0,244.0
21331300,24306351,275,10617065.0,149.0
21331301,15340032,200,24306351.0,275.0
21331302,16245660,202,15340032.0,200.0
21331303,22091962,197,16245660.0,202.0
21331304,23232167,239,22091962.0,197.0
21331305,16067776,162,23232167.0,239.0
21331306,14749426,172,16067776.0,162.0
21331307,14204625,177,14749426.0,172.0
21331308,12064090,155,14204625.0,177.0
21331309,16855946,214,12064090.0,155.0
21331310,17524235,137,16855946.0,214.0
21331311,10710919,143,17524235.0,137.0
21331312,14264432,228,10710919.0,143.0
21331313,10791261,183,14264432.0,228.0
21331314,19485209,243,10791261.0,183.0
21331315,12077165,167,19485209.0,243.0
21331316,15903096,195,12077165.0,167.0
21331317,10703276,154,15903096.0,195.0
21331318,17712410,224,10703276.0,154.0
21331319,15235939,215,17712410.0,224.0
21331320,9512484,114,15235939.0,215.0
21331321,24609268,399,9512484.0,114.0
21331322,13053458,198,24609268.0,399.0
21331323,16205604,182,13053458.0,198.0
21331324,8225855,133,16205604.0,182.0
21331325,17064443,244,8225855.0,133.0
21331326,14053233,221,17064443.0,244.0
21331327,22425983,198,14053233.0,221.0
21331328,11615086,159,22425983.0,198.0
21331329,16922489,177,11615086.0,159.0
21331330,17570652,171,16922489.0,177.0
21331331,13159466,157,17570652.0,171.0
21331332,12094549,150,13159466.0,157.0
21331333,18195776,246,12094549.0,150.0
21331334,4816433,77,18195776.0,246.0
21331335,29421536,470,4816433.0,77.0
21331336,16456070,227,29421536.0,470.0
21331337,11512224,136,16456070.0,227.0
21331338,14492437,224,11512224.0,136.0
21331339,18438486,239,14492437.0,224.0
21331340,14598849,203,18438486.0,239.0
21331341,14777241,230,14598849.0,203.0
21331342,23344283,327,14777241.0,230.0
21331343,9919814,123,23344283.0,327.0
21331344,15278714,173,9919814.0,123.0
21331345,10247318,123,15278714.0,173.0
21331346,15540226,209,10247318.0,123.0
21331347,20361941,234,15540226.0,209.0
21331348,20521731,176,20361941.0,234.0
21331349,14997223,166,20521731.0,176.0
21331350,10736811,145,14997223.0,166.0
21331351,16121790,192,10736811.0,145.0
21331352,12683204,153,16121790.0,192.0
21331353,15340305,214,12683204.0,153.0
21331354,15785812,194,15340305.0,214.0
21331355,8925357,118,15785812.0,194.0
21331356,20965098,217,8925357.0,118.0
21331357,14642560,106,20965098.0,217.0
21331358,18921207,210,14642560.0,106.0
21331359,11432005,129,18921207.0,210.0
21331360,14582361,165,11432005.0,129.0
21331361,13069559,181,14582361.0,165.0
21331362,10478317,113,13069559.0,181.0
21331363,23270789,302,10478317.0,113.0
21331364,1251466,9,23270789.0,302.0
21331365,22833242,399,1251466.0,9.0
21331366,19446276,269,22833242.0,399.0
21331367,14604346,173,19446276.0,269.0
21331368,13969502,159,14604346.0,173.0
21331369,17140122,200,13969502.0,159.0
21331370,4448900,76,17140122.0,200.0
21331371,16598792,201,4448900.0,76.0
21331372,19055035,222,16598792.0,201.0
21331373,13971878,158,19055035.0,222.0
21331374,13644120,163,13971878.0,158.0
21331375,12818523,145,13644120.0,163.0
21331376,13328751,154,12818523.0,145.0
21331377,16846563,163,13328751.0,154.0
21331378,12848920,154,16846563.0,163.0
21331379,14100068,196,12848920.0,154.0
21331380,4624537,34,14100068.0,196.0
21331381,26820630,429,4624537.0,34.0
21331382,17991649,198,26820630.0,429.0
21331383,8232405,108,17991649.0,198.0
21331384,17190910,269,8232405.0,108.0
21331385,16908713,204,17190910.0,269.0
21331386,10891501,138,16908713.0,204.0
21331387,19002951,240,10891501.0,138.0
21331388,12249962,157,19002951.0,240.0
21331389,18684228,185,12249962.0,157.0
21331390,12788943,148,18684228.0,185.0
21331391,29999585,261,12788943.0,148.0
21331392,16778393,208,29999585.0,261.0
21331393,14825947,186,16778393.0,208.0
21331394,16705308,207,14825947.0,186.0
21331395,12772317,129,16705308.0,207.0
21331396,14467135,147,12772317.0,129.0
21331397,7295145,109,14467135.0,147.0
21331398,25242467,281,7295145.0,109.0
21331399,16753334,188,25242467.0,281.0
21331400,12509584,142,16753334.0,188.0
21331401,18361922,163,12509584.0,142.0
21331402,11470080,149,18361922.0,163.0
21331403,15745843,177,11470080.0,149.0
21331404,16019498,194,15745843.0,177.0
21331405,7356245,105,16019498.0,194.0
21331406,21075223,281,7356245.0,105.0
21331407,9660669,138,21075223.0,281.0
21331408,14703207,168,9660669.0,138.0
21331409,13967079,185,14703207.0,168.0
21331410,11859028,184,13967079.0,185.0
21331411,17591922,208,11859028.0,184.0
21331412,13120245,156,17591922.0,208.0
21331413,15184505,184,13120245.0,156.0
21331414,13706291,189,15184505.0,184.0
21331415,7982945,148,13706291.0,189.0
21331416,16408468,306,7982945.0,148.0
21331417,5042175,32,16408468.0,306.0
21331418,29273150,449,5042175.0,32.0
21331419,25142296,309,29273150.0,449.0
21331420,9252065,140,25142296.0,309.0
21331421,14956092,160,9252065.0,140.0
21331422,14753710,197,14956092.0,160.0
21331423,15306335,178,14753710.0,197.0
21331424,17729032,244,15306335.0,178.0
21331425,15814203,197,17729032.0,244.0
21331426,9029013,173,15814203.0,197.0
21331427,25526806,259,9029013.0,173.0
21331428,13152497,186,25526806.0,259.0
21331429,23918933,235,13152497.0,186.0
21331430,10456910,121,23918933.0,235.0
21331431,19969882,230,10456910.0,121.0
21331432,9395806,119,19969882.0,230.0
21331433,19815055,221,9395806.0,119.0
21331434,11770574,178,19815055.0,221.0
21331435,12623718,137,11770574.0,178.0
21331436,14334591,227,12623718.0,137.0
21331437,6597893,121,14334591.0,227.0
21331438,29990329,324,6597893.0,121.0
21331439,20536343,249,29990329.0,324.0
21331440,16573188,171,20536343.0,249.0
21331441,25451947,226,16573188.0,171.0
21331442,6476432,95,25451947.0,226.0
21331443,13264484,167,6476432.0,95.0
21331444,25662092,296,13264484.0,167.0
21331445,13555007,187,25662092.0,296.0
21331446,7755507,135,13555007.0,187.0
21331447,10347321,137,7755507.0,135.0
21331448,7691481,120,10347321.0,137.0
21331449,29990284,324,7691481.0,120.0
21331450,19444001,218,29990284.0,324.0
21331451,21198310,210,19444001.0,218.0
21331452,11617961,165,21198310.0,210.0
21331453,16412127,181,11617961.0,165.0
21331454,8146193,119,16412127.0,181.0
21331455,25541935,254,8146193.0,119.0
21331456,9977990,123,25541935.0,254.0
21331457,7519115,130,9977990.0,123.0
21331458,23904888,201,7519115.0,130.0
21331459,16724481,247,23904888.0,201.0
21331460,8310799,144,16724481.0,247.0
21331461,29998290,377,8310799.0,144.0
21331462,20213910,185,29998290.0,377.0
21331463,21090400,196,20213910.0,185.0
21331464,17759251,206,21090400.0,196.0
21331465,17329548,140,17759251.0,206.0
21331466,6104350,73,17329548.0,140.0
21331467,22287601,241,6104350.0,73.0
21331468,15790866,178,22287601.0,241.0
21331469,14041749,168,15790866.0,178.0
21331470,14098597,122,14041749.0,168.0
21331471,19584585,260,14098597.0,122.0
21331472,6224255,42,19584585.0,260.0
21331473,19553284,300,6224255.0,42.0
21331474,10888244,131,19553284.0,300.0
21331475,15066019,201,10888244.0,131.0
21331476,13498063,171,15066019.0,201.0
21331477,11406698,155,13498063.0,171.0
21331478,22319285,251,11406698.0,155.0
21331479,14459921,190,22319285.0,251.0
21331480,13558468,161,14459921.0,190.0
21331481,14493024,183,13558468.0,161.0
21331482,11201575,162,14493024.0,183.0
21331483,19450036,253,11201575.0,162.0
21331484,8582445,105,19450036.0,253.0
21331485,10996805,116,8582445.0,105.0
21331486,22291090,332,10996805.0,116.0
21331487,17910003,209,22291090.0,332.0
21331488,19579372,174,17910003.0,209.0
21331489,14554782,172,19579372.0,174.0
21331490,12750968,169,14554782.0,172.0
21331491,12737889,145,12750968.0,169.0
21331492,22519167,257,12737889.0,145.0
21331493,16739520,169,22519167.0,257.0
21331494,7815021,122,16739520.0,169.0
21331495,13137485,195,7815021.0,122.0
21331496,9770480,128,13137485.0,195.0
21331497,22167507,210,9770480.0,128.0
21331498,13093721,183,22167507.0,210.0
21331499,10529134,159,13093721.0,183.0
21331500,17257727,176,10529134.0,159.0
21331501,10824473,137,17257727.0,176.0
21331502,25970673,316,10824473.0,137.0
21331503,13899858,169,25970673.0,316.0
21331504,10462091,157,13899858.0,169.0
21331505,16627809,168,10462091.0,157.0
21331506,14217868,189,16627809.0,168.0
21331507,16673782,186,14217868.0,189.0
21331508,9196660,139,16673782.0,186.0
21331509,24676972,306,9196660.0,139.0
21331510,5998402,96,24676972.0,306.0
21331511,9247459,61,5998402.0,96.0
21331512,29975802,484,9247459.0,61.0
21331513,15772093,185,29975802.0,484.0
21331514,11093637,159,15772093.0,185.0
21331515,14863298,179,11093637.0,159.0
21331516,10274157,151,14863298.0,179.0
21331517,20407228,235,10274157.0,151.0
21331518,14371244,195,20407228.0,235.0
21331519,16789764,205,14371244.0,195.0
21331520,8811531,127,16789764.0,205.0
21331521,16090609,169,8811531.0,127.0
21331522,14329584,176,16090609.0,169.0
21331523,17278197,202,14329584.0,176.0
21331524,12017992,151,17278197.0,202.0
21331525,15283824,187,12017992.0,151.0
21331526,14642264,202,15283824.0,187.0
21331527,9813747,157,14642264.0,202.0
21331528,17699017,228,9813747.0,157.0
21331529,16186068,199,17699017.0,228.0
21331530,14293651,189,16186068.0,199.0
21331531,11372529,187,14293651.0,189.0
21331532,11056068,161,11372529.0,187.0
21331533,17708501,280,11056068.0,161.0
21331534,24916154,262,17708501.0,280.0
21331535,12195939,130,24916154.0,262.0
21331536,14477056,219,12195939.0,130.0
21331537,15407562,185,14477056.0,219.0
21331538,15619012,185,15407562.0,185.0
21331539,12406821,171,15619012.0,185.0
21331540,14224442,240,12406821.0,171.0
21331541,14271609,194,14224442.0,240.0
21331542,7121717,120,14271609.0,194.0
21331543,29997195,609,7121717.0,120.0
21331544,13203289,210,29997195.0,609.0
21331545,7067340,139,13203289.0,210.0
21331546,8765440,153,7067340.0,139.0
21331547,25784980,362,8765440.0,153.0
21331548,18308327,217,25784980.0,362.0
21331549,11012722,152,18308327.0,217.0
21331550,15512777,192,11012722.0,152.0
21331551,12855749,143,15512777.0,192.0
21331552,13402145,182,12855749.0,143.0
21331553,9580790,122,13402145.0,182.0
21331554,14596944,210,9580790.0,122.0
21331555,19251498,220,14596944.0,210.0
21331556,10318348,155,19251498.0,220.0
21331557,23767032,306,10318348.0,155.0
21331558,15207083,192,23767032.0,306.0
21331559,13542680,201,15207083.0,192.0
21331560,11392290,130,13542680.0,201.0
21331561,17787801,200,11392290.0,130.0
21331562,17301553,246,17787801.0,200.0
21331563,16009569,176,17301553.0,246.0
21331564,10587637,144,16009569.0,176.0
21331565,15936304,249,10587637.0,144.0
21331566,10754193,155,15936304.0,249.0
21331567,17758951,244,10754193.0,155.0
21331568,18567459,283,17758951.0,244.0
21331569,3041624,54,18567459.0,283.0
21331570,17983945,289,3041624.0,54.0
21331571,20961848,267,17983945.0,289.0
21331572,9817039,144,20961848.0,267.0
21331573,15909526,182,9817039.0,144.0
21331574,14979869,182,15909526.0,182.0
21331575,13269535,173,14979869.0,182.0
21331576,18628002,233,13269535.0,173.0
21331577,13140165,197,18628002.0,233.0
21331578,14772245,177,13140165.0,197.0
21331579,13253007,189,14772245.0,177.0
21331580,16218675,167,13253007.0,189.0
21331581,13463313,167,16218675.0,167.0
21331582,15019266,177,13463313.0,167.0
21331583,10847370,201,15019266.0,177.0
21331584,7355256,135,10847370.0,201.0
21331585,25361038,359,7355256.0,135.0
21331586,11224309,150,25361038.0,359.0
21331587,22994190,280,11224309.0,150.0
21331588,15729807,161,22994190.0,280.0
21331589,9290277,135,15729807.0,161.0
21331590,18046638,212,9290277.0,135.0
21331591,13194809,171,18046638.0,212.0
21331592,21180906,235,13194809.0,171.0
21331593,15754449,184,21180906.0,235.0
21331594,5061088,88,15754449.0,184.0
21331595,29988279,264,5061088.0,88.0
21331596,16851214,250,29988279.0,264.0
21331597,15774965,176,16851214.0,250.0
21331598,9482882,158,15774965.0,176.0
21331599,23930549,247,9482882.0,158.0
21331600,10376887,106,23930549.0,247.0
21331601,12332244,145,10376887.0,106.0
21331602,13859070,186,12332244.0,145.0
21331603,17124006,211,13859070.0,186.0
21331604,13497051,186,17124006.0,211.0
21331605,16967323,217,13497051.0,186.0
21331606,21040929,221,16967323.0,217.0
21331607,12096409,143,21040929.0,221.0
21331608,17731447,216,12096409.0,143.0
21331609,13765185,195,17731447.0,216.0
21331610,16933545,202,13765185.0,195.0
21331611,21051460,201,16933545.0,202.0
21331612,13271515,133,21051460.0,201.0
21331613,27688145,286,13271515.0,133.0
21331614,12795504,143,27688145.0,286.0
21331615,12310923,160,12795504.0,143.0
21331616,20505853,210,12310923.0,160.0
21331617,12972210,160,20505853.0,210.0
21331618,20334990,234,12972210.0,160.0
21331619,12969611,131,20334990.0,234.0
21331620,12641989,159,12969611.0,131.0
21331621,14318967,181,12641989.0,159.0
21331622,13382453,158,14318967.0,181.0
21331623,14960775,217,13382453.0,158.0
21331624,24963727,339,14960775.0,217.0
21331625,18781983,223,24963727.0,339.0
21331626,5855083,39,18781983.0,223.0
21331627,20324024,308,5855083.0,39.0
21331628,21985829,233,20324024.0,308.0
21331629,16111117,175,21985829.0,233.0
21331630,8951737,130,16111117.0,175.0
21331631,21446439,229,8951737.0,130.0
21331632,17765558,221,21446439.0,229.0
21331633,17546903,200,17765558.0,221.0
21331634,11777620,160,17546903.0,200.0
21331635,12308616,166,11777620.0,160.0
21331636,19600011,208,12308616.0,166.0
21331637,13909542,184,19600011.0,208.0
21331638,15798235,188,13909542.0,184.0
21331639,16393166,156,15798235.0,188.0
21331640,20257694,168,16393166.0,156.0
21331641,1050320,8,20257694.0,168.0
21331642,17210754,291,1050320.0,8.0
21331643,25513087,274,17210754.0,291.0
21331644,4015472,21,25513087.0,274.0
21331645,29972919,302,4015472.0,21.0
21331646,15383266,179,29972919.0,302.0
21331647,14274435,193,15383266.0,179.0
21331648,13534832,148,14274435.0,193.0
21331649,16290998,213,13534832.0,148.0
21331650,13274709,172,16290998.0,213.0
21331651,15324546,179,13274709.0,172.0
21331652,17297264,202,15324546.0,179.0
21331653,14341996,179,17297264.0,202.0
21331654,13161195,166,14341996.0,179.0
21331655,14012081,175,13161195.0,166.0
21331656,16188110,193,14012081.0,175.0
21331657,13604233,182,16188110.0,193.0
21331658,14076615,193,13604233.0,182.0
21331659,24487707,305,14076615.0,193.0
21331660,12697589,162,24487707.0,305.0
21331661,17391235,219,12697589.0,162.0
21331662,12589383,152,17391235.0,219.0
21331663,15058921,205,12589383.0,152.0
21331664,11134004,178,15058921.0,205.0
21331665,16533481,176,11134004.0,178.0
21331666,17258441,222,16533481.0,176.0
21331667,15718232,200,17258441.0,222.0
21331668,11387586,138,15718232.0,200.0
21331669,6576212,117,11387586.0,138.0
21331670,8387604,150,6576212.0,117.0
21331671,1596237,9,8387604.0,150.0
21331672,24760016,475,1596237.0,9.0
21331673,29983293,329,24760016.0,475.0
21331674,19756980,269,29983293.0,329.0
21331675,14091151,165,19756980.0,269.0
21331676,15636247,189,14091151.0,165.0
21331677,11021903,175,15636247.0,189.0
21331678,15862753,191,11021903.0,175.0
21331679,11497366,157,15862753.0,191.0
21331680,16677560,173,11497366.0,157.0
21331681,14205488,158,16677560.0,173.0
21331682,17017137,244,14205488.0,158.0
21331683,16881855,179,17017137.0,244.0
21331684,14103426,201,16881855.0,179.0
21331685,14427422,234,14103426.0,201.0
21331686,10638991,153,14427422.0,234.0
21331687,18713495,320,10638991.0,153.0
21331688,15574505,218,18713495.0,320.0
21331689,9262694,154,15574505.0,218.0
21331690,12011226,145,9262694.0,154.0
21331691,15158403,203,12011226.0,145.0
21331692,15608218,246,15158403.0,203.0
21331693,19807966,272,15608218.0,246.0
21331694,6538209,105,19807966.0,272.0
21331695,18086178,223,6538209.0,105.0
21331696,21777045,294,18086178.0,223.0
21331697,12069906,171,21777045.0,294.0
21331698,9723924,148,12069906.0,171.0
21331699,16797824,225,9723924.0,148.0
21331700,10434865,142,16797824.0,225.0
21331701,15044539,198,10434865.0,142.0
21331702,14933869,242,15044539.0,198.0
21331703,15413047,214,14933869.0,242.0
21331704,5207046,103,15413047.0,214.0
21331705,22405878,259,5207046.0,103.0
21331706,6331982,48,22405878.0,259.0
21331707,24692407,322,6331982.0,48.0
21331708,14391128,151,24692407.0,322.0
21331709,16259806,179,14391128.0,151.0
21331710,4095534,67,16259806.0,179.0
21331711,10555630,184,4095534.0,67.0
21331712,16014449,208,10555630.0,184.0
21331713,25229038,403,16014449.0,208.0
21331714,13121769,200,25229038.0,403.0
21331715,14572999,177,13121769.0,200.0
21331716,13892643,151,14572999.0,177.0
21331717,20029431,246,13892643.0,151.0
21331718,11528622,149,20029431.0,246.0
21331719,8092173,114,11528622.0,149.0
21331720,7714995,140,8092173.0,114.0
21331721,22810975,279,7714995.0,140.0
21331722,23302638,276,22810975.0,279.0
21331723,14567068,189,23302638.0,276.0
21331724,16692728,215,14567068.0,189.0
21331725,9452408,128,16692728.0,215.0
21331726,13749934,201,9452408.0,128.0
21331727,6493643,117,13749934.0,201.0
21331728,24335919,292,6493643.0,117.0
21331729,14255070,172,24335919.0,292.0
21331730,6605858,95,14255070.0,172.0
21331731,25922834,305,6605858.0,95.0
21331732,18209998,190,25922834.0,305.0
21331733,10898444,160,18209998.0,190.0
21331734,13548220,172,10898444.0,160.0
21331735,15402596,192,13548220.0,172.0
21331736,6674749,84,15402596.0,192.0
21331737,20990206,379,6674749.0,84.0
21331738,13949204,192,20990206.0,379.0
21331739,14729657,212,13949204.0,192.0
21331740,7762247,125,14729657.0,212.0
21331741,21374476,264,7762247.0,125.0
21331742,16856049,212,21374476.0,264.0
21331743,15430282,188,16856049.0,212.0
21331744,11792774,160,15430282.0,188.0
21331745,13833246,180,11792774.0,160.0
21331746,21068107,224,13833246.0,180.0
21331747,12365712,172,21068107.0,224.0
21331748,18285914,207,12365712.0,172.0
21331749,12250530,161,18285914.0,207.0
21331750,12771378,207,12250530.0,161.0
21331751,15595376,197,12771378.0,207.0
21331752,14346073,206,15595376.0,197.0
21331753,15530625,210,14346073.0,206.0
21331754,12474870,197,15530625.0,210.0
21331755,15668188,199,12474870.0,197.0
21331756,17294183,188,15668188.0,199.0
21331757,17859116,235,17294183.0,188.0
21331758,8871459,111,17859116.0,235.0
21331759,15894975,201,8871459.0,111.0
21331760,13390738,165,15894975.0,201.0
21331761,16684197,223,13390738.0,165.0
21331762,14078513,193,16684197.0,223.0
21331763,12752127,197,14078513.0,193.0
21331764,14905130,213,12752127.0,197.0
21331765,10169398,162,14905130.0,213.0
21331766,16376549,246,10169398.0,162.0
21331767,11578237,191,16376549.0,246.0
21331768,22636555,255,11578237.0,191.0
21331769,15115252,188,22636555.0,255.0
21331770,12423449,121,15115252.0,188.0
21331771,12059716,173,12423449.0,121.0
21331772,6977039,112,12059716.0,173.0
21331773,26964389,323,6977039.0,112.0
21331774,12958058,138,26964389.0,323.0
21331775,17401185,209,12958058.0,138.0
21331776,16341867,181,17401185.0,209.0
21331777,11786279,159,16341867.0,181.0
21331778,17638053,224,11786279.0,159.0
21331779,12493558,211,17638053.0,224.0
21331780,10554111,130,12493558.0,211.0
21331781,14515206,223,10554111.0,130.0
21331782,24767876,297,14515206.0,223.0
21331783,4732875,97,24767876.0,297.0
21331784,22936063,216,4732875.0,97.0
21331785,14820717,194,22936063.0,216.0
21331786,13117670,207,14820717.0,194.0
21331787,22953015,261,13117670.0,207.0
21331788,12888334,142,22953015.0,261.0
21331789,12071442,159,12888334.0,142.0
21331790,11823327,161,12071442.0,159.0
21331791,16990863,184,11823327.0,161.0
21331792,20366404,264,16990863.0,184.0
21331793,13540416,167,20366404.0,264.0
21331794,16338992,224,13540416.0,167.0
21331795,15367931,174,16338992.0,224.0
21331796,12870411,155,15367931.0,174.0
21331797,15996463,186,12870411.0,155.0
21331798,15256678,196,15996463.0,186.0
21331799,18391264,225,15256678.0,196.0
21331800,8900428,108,18391264.0,225.0
21331801,6528049,137,8900428.0,108.0
21331802,27588693,360,6528049.0,137.0
21331803,16073126,180,27588693.0,360.0
21331804,7163534,119,16073126.0,180.0
21331805,21895133,268,7163534.0,119.0
21331806,16506693,213,21895133.0,268.0
21331807,12439307,173,16506693.0,213.0
21331808,15509745,260,12439307.0,173.0
21331809,14847300,190,15509745.0,260.0
21331810,12536966,174,14847300.0,190.0
21331811,7602158,135,12536966.0,174.0
21331812,19051392,252,7602158.0,135.0
21331813,15170045,188,19051392.0,252.0
21331814,20954356,240,15170045.0,188.0
21331815,13811722,153,20954356.0,240.0
21331816,13241056,172,13811722.0,153.0
21331817,20909485,258,13241056.0,172.0
21331818,12152816,144,20909485.0,258.0
21331819,12325187,192,12152816.0,144.0
21331820,9899995,192,12325187.0,192.0
21331821,23066347,283,9899995.0,192.0
21331822,14608043,173,23066347.0,283.0
21331823,13106838,153,14608043.0,173.0
21331824,18739812,174,13106838.0,153.0
21331825,6181493,101,18739812.0,174.0
21331826,17257759,219,6181493.0,101.0
21331827,15283776,213,17257759.0,219.0
21331828,15627795,180,15283776.0,213.0
21331829,11286569,156,15627795.0,180.0
21331830,15168625,177,11286569.0,156.0
21331831,12770697,191,15168625.0,177.0
21331832,17550585,289,12770697.0,191.0
21331833,16765860,221,17550585.0,289.0
21331834,17625840,203,16765860.0,221.0
21331835,13190090,189,17625840.0,203.0
21331836,12207467,141,13190090.0,189.0
21331837,8724398,159,12207467.0,141.0
21331838,24579096,378,8724398.0,159.0
21331839,20378993,286,24579096.0,378.0
21331840,13423377,156,20378993.0,286.0
21331841,15410524,199,13423377.0,156.0
21331842,9840365,51,15410524.0,199.0
21331843,21012060,334,9840365.0,51.0
21331844,13793719,167,21012060.0,334.0
21331845,15637518,207,13793719.0,167.0
21331846,14438378,225,15637518.0,207.0
21331847,8996377,146,14438378.0,225.0
21331848,19626711,276,8996377.0,146.0
21331849,15558220,214,19626711.0,276.0
21331850,13762312,150,15558220.0,214.0
21331851,14146865,199,13762312.0,150.0
21331852,15304801,181,14146865.0,199.0
21331853,12391409,143,15304801.0,181.0
21331854,12061037,175,12391409.0,143.0
21331855,21827119,304,12061037.0,175.0
21331856,13828088,176,21827119.0,304.0
21331857,17693677,205,13828088.0,176.0
21331858,13319531,168,17693677.0,205.0
21331859,15043213,186,13319531.0,168.0
21331860,12283960,153,15043213.0,186.0
21331861,11693044,204,12283960.0,153.0
21331862,18981882,270,11693044.0,204.0
21331863,13122662,189,18981882.0,270.0
21331864,13704783,202,13122662.0,189.0
21331865,320647,3,13704783.0,202.0
21331866,29987119,470,320647.0,3.0
21331867,21480799,238,29987119.0,470.0
21331868,14318646,190,21480799.0,238.0
21331869,10678525,151,14318646.0,190.0
21331870,14689045,182,10678525.0,151.0
21331871,13020488,188,14689045.0,182.0
21331872,12595554,171,13020488.0,188.0
21331873,18005873,213,12595554.0,171.0
21331874,15038510,190,18005873.0,213.0
21331875,10412554,130,15038510.0,190.0
21331876,20709916,280,10412554.0,130.0
21331877,15265969,219,20709916.0,280.0
21331878,15375399,197,15265969.0,219.0
21331879,13428086,169,15375399.0,197.0
21331880,15139909,218,13428086.0,169.0
21331881,14531458,163,15139909.0,218.0
21331882,14956208,196,14531458.0,163.0
21331883,15117446,169,14956208.0,196.0
21331884,15722393,211,15117446.0,169.0
21331885,12202603,182,15722393.0,211.0
21331886,17674775,275,12202603.0,182.0
21331887,14998225,187,17674775.0,275.0
21331888,12543669,178,14998225.0,187.0
21331889,14508956,228,12543669.0,178.0
21331890,10098083,128,14508956.0,228.0
21331891,13614617,214,10098083.0,128.0
21331892,18773981,256,13614617.0,214.0
21331893,11352484,170,18773981.0,256.0
21331894,9386195,151,11352484.0,170.0
21331895,17469829,204,9386195.0,151.0
21331896,21062917,233,17469829.0,204.0
21331897,10738248,135,21062917.0,233.0
21331898,21151782,283,10738248.0,135.0
21331899,13332932,193,21151782.0,283.0
21331900,10435616,155,13332932.0,193.0
21331901,21595627,193,10435616.0,155.0
21331902,18538493,219,21595627.0,193.0
21331903,14419643,177,18538493.0,219.0
21331904,12610375,162,14419643.0,177.0
21331905,15197834,181,12610375.0,162.0
21331906,12023695,161,15197834.0,181.0
21331907,19015058,229,12023695.0,161.0
21331908,9689282,142,19015058.0,229.0
21331909,13634403,223,9689282.0,142.0
21331910,24419549,217,13634403.0,223.0
21331911,13842459,184,24419549.0,217.0
21331912,15839518,202,13842459.0,184.0
21331913,12721290,178,15839518.0,202.0
21331914,14772250,206,12721290.0,178.0
21331915,13387586,178,14772250.0,206.0
21331916,12536030,188,13387586.0,178.0
21331917,25512598,275,12536030.0,188.0
21331918,17664260,138,25512598.0,275.0
21331919,13308508,156,17664260.0,138.0
21331920,14841542,175,13308508.0,156.0
21331921,15219640,183,14841542.0,175.0
21331922,12918625,164,15219640.0,183.0
21331923,15720791,199,12918625.0,164.0
21331924,14437304,207,15720791.0,199.0
21331925,20745464,209,14437304.0,207.0
21331926,10312864,169,20745464.0,209.0
21331927,20848296,186,10312864.0,169.0
21331928,13404661,161,20848296.0,186.0
21331929,20311031,196,13404661.0,161.0
21331930,4637357,62,20311031.0,196.0
21331931,18274455,256,4637357.0,62.0
21331932,17173669,224,18274455.0,256.0
21331933,10987676,121,17173669.0,224.0
21331934,18718375,216,10987676.0,121.0
21331935,17489280,191,18718375.0,216.0
21331936,17993649,174,17489280.0,191.0
21331937,14419381,220,17993649.0,174.0
21331938,11856350,195,14419381.0,220.0
21331939,14608021,224,11856350.0,195.0
21331940,19133264,149,14608021.0,224.0
21331941,4805550,71,19133264.0,149.0
21331942,24373027,343,4805550.0,71.0
21331943,16365005,199,24373027.0,343.0
21331944,14420372,187,16365005.0,199.0
21331945,14147510,163,14420372.0,187.0
21331946,13270044,169,14147510.0,163.0
21331947,12759778,176,13270044.0,169.0
21331948,11601115,162,12759778.0,176.0
21331949,13505833,194,11601115.0,162.0
21331950,16799014,223,13505833.0,194.0
21331951,17739713,166,16799014.0,223.0
21331952,15244424,213,17739713.0,166.0
21331953,17116443,195,15244424.0,213.0
21331954,14393377,175,17116443.0,195.0
21331955,13472705,153,14393377.0,175.0
21331956,12744797,156,13472705.0,153.0
21331957,23778107,217,12744797.0,156.0
21331958,13417789,158,23778107.0,217.0
21331959,19869468,168,13417789.0,158.0
21331960,4959317,78,19869468.0,168.0
21331961,24525396,331,4959317.0,78.0
21331962,12630710,159,24525396.0,331.0
21331963,12891018,218,12630710.0,159.0
21331964,12289377,197,12891018.0,218.0
21331965,10461643,143,12289377.0,197.0
21331966,20974753,245,10461643.0,143.0
